Date,AirTmax,AirTmin,Rain,WindSpeed,SolRad
07/02/2012,8.9,7.2,0,6.224724,23.14
08/02/2012,8.8,6.7,26.8,6.121836,5.2065
09/02/2012,10.6,8.7,28.4,2.932308,3.9338
10/02/2012,10.9,6.5,4.4,2.263536,18.0492
11/02/2012,10.1,2.9,4.4,1.851984,27.6523
12/02/2012,10.4,1.7,0.1,2.212092,49.9824
13/02/2012,8.7,6.1,0.8,6.68772,35.5199
14/02/2012,8.9,6.6,0,9.568584,27.5366
15/02/2012,10.6,7.6,0.2,8.179596,74.6265
16/02/2012,10,8.1,4.2,4.835736,10.1816
17/02/2012,10,8,6,4.37274,10.8758
18/02/2012,8.8,2.6,17.4,9.105588,75.8992
19/02/2012,9.7,1.9,2.1,3.60108,79.2545
20/02/2012,9.8,6.5,12.7,6.4305,12.4956
21/02/2012,11.9,9.4,4,7.97382,27.5366
22/02/2012,11.8,9.9,9.8,7.45938,21.0574
23/02/2012,11.3,9.3,7.3,5.195844,13.3055
24/02/2012,11.2,6.3,2.5,3.652524,71.3869
25/02/2012,9.9,6,0.4,2.777976,51.8336
26/02/2012,10.6,6.5,3.4,4.88718,22.2144
27/02/2012,10.5,9.6,9.5,5.247288,11.1072
28/02/2012,11.2,8.3,0.3,4.990068,44.3131
29/02/2012,12,8.6,0,5.195844,27.6523
01/03/2012,11.4,3.6,0.3,3.961188,48.4783
02/03/2012,11.5,6,0,7.7166,83.6511
03/03/2012,10.7,2,5.8,7.150716,87.932
04/03/2012,9.1,0.6,2.6,3.909744,107.601
05/03/2012,11.4,3.4,1.6,2.880864,106.444
06/03/2012,11.6,5.1,11.4,7.047828,13.1898
07/03/2012,10,3.5,5.6,9.722916,106.5597
08/03/2012,10.5,5.8,0.4,6.584832,28.8093
09/03/2012,11.2,9.8,2.2,5.710284,21.7516
10/03/2012,12,7.8,2.6,3.703968,72.891
11/03/2012,10.9,7.5,0.8,3.549636,66.7589
12/03/2012,10.8,7.4,0.2,2.109204,37.8339
13/03/2012,10,7.4,0,2.31498,31.7018
14/03/2012,11.7,7.1,0,4.424184,37.4868
15/03/2012,12.6,7.1,9.8,2.777976,34.0158
16/03/2012,10.7,4.1,3.9,3.961188,76.362
17/03/2012,8.1,1.6,14.7,2.880864,41.5363
18/03/2012,11.7,1.5,0.3,2.623644,138.6086
19/03/2012,11.7,5.1,2.4,6.636276,58.1971
20/03/2012,12.6,9.6,0.3,8.385372,93.0228
21/03/2012,11.6,8.4,0,6.018948,53.6848
22/03/2012,15.4,4,0,5.1444,151.1042
23/03/2012,11.9,6.8,0.4,5.91606,83.6511
24/03/2012,16,7.1,0,5.864616,72.4282
25/03/2012,18.1,7.5,0,3.34386,162.9056
26/03/2012,18.5,8.3,0,4.990068,190.0951
27/03/2012,20,7.1,0,3.60108,186.0456
28/03/2012,21.1,4.3,0,3.138084,184.3101
29/03/2012,18.3,4.8,0,4.064076,139.5342
30/03/2012,11.4,8.1,0,5.041512,56.693
31/03/2012,12.4,6.2,0,4.938624,139.6499
01/04/2012,12.4,4,0,2.623644,92.2129
02/04/2012,13.6,7.2,1.9,2.520756,92.0972
03/04/2012,8.9,2.5,4.2,7.305048,166.608
04/04/2012,7.9,2.1,0.6,5.298732,135.8318
05/04/2012,10.1,2.8,2.1,2.777976,115.2372
06/04/2012,10.6,5.1,0.9,4.527072,69.1886
07/04/2012,12.3,8.4,0.7,7.047828,125.9973
08/04/2012,10.5,7.6,2.7,4.424184,51.8336
09/04/2012,10.1,4.4,14.2,4.732848,87.8163
10/04/2012,11.9,3.7,4.1,4.321296,201.4337
11/04/2012,11.5,2.5,1.6,4.681404,184.3101
12/04/2012,10,5.3,5.1,3.498192,125.0717
13/04/2012,11.2,1.3,0.7,4.012632,188.0125
14/04/2012,10.7,3.1,0,4.990068,229.2017
15/04/2012,12.4,2.5,0,2.366424,169.6162
16/04/2012,10.9,5.8,13,7.20216,48.4783
17/04/2012,9.7,5.3,11.5,6.481944,108.9894
18/04/2012,10.8,5.1,4.5,5.761728,158.1619
19/04/2012,12.2,4.6,2.4,4.681404,172.1616
20/04/2012,11.6,4.4,1.9,5.092956,186.0456
21/04/2012,13.8,5.8,2.1,5.65884,190.6736
22/04/2012,13.8,6.3,0.8,4.012632,167.765
23/04/2012,12.2,4.2,0.5,4.269852,196.69
24/04/2012,14.5,3.8,1.5,3.08664,215.6648
25/04/2012,10.4,4.4,1.8,8.333928,165.1039
26/04/2012,9.4,4.4,1.7,9.362808,105.4027
27/04/2012,9.9,3.5,0.7,5.40162,191.8306
28/04/2012,11.1,3.6,0.1,6.018948,264.3745
29/04/2012,10.6,2.8,0,7.305048,274.9032
30/04/2012,14.9,6.4,0.2,6.481944,177.2524
01/05/2012,16.3,8.2,0.6,5.555952,113.386
02/05/2012,15.9,9,0,3.292416,139.8813
03/05/2012,15.2,8.4,0,7.20216,213.8136
04/05/2012,10.6,5,2.4,7.047828,189.0538
05/05/2012,9.8,4.4,0,4.218408,115.7
06/05/2012,12.2,3.1,0,3.549636,196.5743
07/05/2012,12.7,3.8,9.1,4.321296,168.922
08/05/2012,10.9,3.8,1.5,5.813172,252.8045
09/05/2012,13.3,2.2,0.5,3.549636,191.9463
10/05/2012,8.2,6.4,11.2,6.739164,42.2305
11/05/2012,11.8,4.9,0.8,6.481944,311.1173
12/05/2012,14.7,5.6,0,4.475628,278.9527
13/05/2012,11.1,6.5,15.2,8.385372,68.6101
14/05/2012,11.7,3.8,6,8.694036,219.2515
15/05/2012,10.6,4.2,4.2,7.562268,251.9946
16/05/2012,11.8,4.6,2.7,2.983752,157.2363
17/05/2012,12.1,5.8,3,3.240972,156.7735
18/05/2012,12.1,7,0.6,4.88718,156.195
19/05/2012,12.4,7.6,0,2.983752,98.5764
20/05/2012,16.2,8.3,0.2,3.961188,179.6821
21/05/2012,16.9,10.3,0.5,4.732848,109.5679
22/05/2012,18.4,12.6,2.5,6.327612,115.9314
23/05/2012,19.1,11.7,0.3,6.842052,225.2679
24/05/2012,22.2,12.7,0,3.498192,260.0936
25/05/2012,26.8,14.2,0,4.835736,293.9937
26/05/2012,24.9,14.5,0,6.68772,329.8607
27/05/2012,25.3,14.3,0,4.269852,315.861
28/05/2012,22.6,13,0,4.475628,307.2992
29/05/2012,19.8,11.1,2.1,2.726532,188.3596
30/05/2012,18.9,12.6,2.8,3.60108,200.2767
31/05/2012,15.8,11.8,8.7,2.366424,79.2545
01/06/2012,19.6,12.4,6.6,2.520756,139.1871
02/06/2012,15.8,11.1,6.4,3.446748,64.2135
03/06/2012,13.5,10.2,6.8,2.983752,92.2129
04/06/2012,17.6,8.2,0,3.189528,209.3013
05/06/2012,14.2,8.3,3.3,3.446748,79.0231
06/06/2012,19.4,10.5,0.1,2.726532,236.1437
07/06/2012,13.1,11.2,23.8,7.20216,52.5278
08/06/2012,11.4,9.7,28.9,11.83212,58.4285
09/06/2012,16.6,8.7,0,4.732848,320.489
10/06/2012,17.7,5.1,0,2.983752,327.6624
11/06/2012,17.5,8.7,2.4,4.732848,183.8473
12/06/2012,14.4,9.6,1,7.047828,257.0854
13/06/2012,14.2,9.2,0.3,3.755412,121.8321
14/06/2012,13.2,9.9,10.7,5.967504,86.3122
15/06/2012,15.7,10.9,6.4,6.636276,107.8324
16/06/2012,12.4,9,0.3,7.356492,76.0149
17/06/2012,17.6,7.6,0.3,2.623644,343.0505
18/06/2012,13.9,8,5.6,2.983752,147.4018
19/06/2012,17.6,8.1,0.5,2.520756,284.2749
20/06/2012,17,10.6,0.8,3.446748,154.6909
21/06/2012,12.3,10.4,14.9,4.269852,59.1227
22/06/2012,15.8,11.2,1.1,8.282484,145.8977
23/06/2012,14.5,10.8,9,4.681404,94.1798
24/06/2012,18.5,9.9,0.1,3.395304,254.1929
25/06/2012,19.5,9.2,0,2.983752,221.2184
26/06/2012,17.8,12.3,3.5,5.041512,172.0459
27/06/2012,17.7,14.2,8.6,3.549636,75.0893
28/06/2012,17.7,12,10.8,4.321296,189.2852
29/06/2012,16,10.7,7.5,4.938624,122.642
30/06/2012,14.4,9.7,10.2,7.356492,174.5913
01/07/2012,14.1,10.1,5.7,4.321296,103.4358
02/07/2012,20.2,12.9,0.7,2.263536,190.0951
03/07/2012,17.3,11.9,7.8,4.064076,57.9657
04/07/2012,17.6,11.7,3,3.652524,140.9226
05/07/2012,21.3,12.5,3.6,2.932308,197.847
06/07/2012,18.9,13.4,0,4.990068,134.4434
07/07/2012,16,12.7,0.2,6.842052,94.6426
08/07/2012,13.4,10.6,0.4,6.996384,108.9894
09/07/2012,13.4,10.2,3.4,6.327612,86.6593
10/07/2012,15.6,10.1,1.2,6.790608,267.3827
11/07/2012,15.2,9.4,0.2,4.62996,204.5576
12/07/2012,17.2,7.3,0.4,3.446748,211.1525
13/07/2012,16.7,10.2,0,5.504508,210.574
14/07/2012,14.3,9.5,0.1,4.424184,140.1127
15/07/2012,17.8,8.4,0.1,4.012632,252.3417
16/07/2012,17.5,12.4,2.2,3.446748,98.6921
17/07/2012,15.5,12.9,19.9,3.806856,33.0902
18/07/2012,19.1,12.1,2.1,5.247288,192.4091
19/07/2012,15,9.9,0.1,4.321296,126.9229
20/07/2012,16.6,9.5,0,2.623644,150.6414
21/07/2012,18.8,8.9,0.4,2.983752,153.881
22/07/2012,19.6,15,4.6,7.305048,44.3131
23/07/2012,17.2,13,12.4,3.035196,115.8157
24/07/2012,16.6,11.4,6,2.05776,92.3286
25/07/2012,19,10.4,0.1,3.446748,227.0034
26/07/2012,19.9,11.5,0.9,3.652524,281.2667
27/07/2012,16.6,11.2,0.6,6.327612,188.2439
28/07/2012,14.1,10.4,8.2,6.070392,129.2369
29/07/2012,15.7,9.8,2,4.938624,186.1613
30/07/2012,18.9,8.1,0.1,2.366424,275.9445
31/07/2012,15.8,10.4,18.2,5.453064,44.6602
01/08/2012,17.9,11.2,1.7,6.842052,172.0459
02/08/2012,16.3,11.5,0.6,6.94494,80.6429
03/08/2012,18,12.5,4.5,4.064076,131.0881
04/08/2012,19.2,13.1,0.4,6.584832,180.6077
05/08/2012,15.1,11.2,0,5.298732,105.4027
06/08/2012,16.7,10.8,1.1,2.469312,133.4021
07/08/2012,20.9,12.3,0,2.31498,177.4838
08/08/2012,23.7,13,0,2.5722,235.6809
09/08/2012,23.7,14.1,0,2.212092,239.2676
10/08/2012,26,14.3,0,3.961188,248.4079
11/08/2012,23,15.2,0,5.91606,153.5339
12/08/2012,21.2,14.8,2,3.652524,137.4516
13/08/2012,20.4,14,1.7,5.041512,163.2527
14/08/2012,21.4,14.3,6.4,3.292416,193.5661
15/08/2012,18.8,13.7,8.4,7.768044,65.0234
16/08/2012,20.2,13.8,2.5,6.533388,153.7653
17/08/2012,21.8,13.1,1.3,2.82942,227.6976
18/08/2012,20.5,13.9,1.4,4.784292,123.3362
19/08/2012,19.4,15.3,4.8,5.555952,90.246
20/08/2012,19.9,13.3,1.8,4.681404,161.6329
21/08/2012,18.3,13,11.4,5.247288,169.5005
22/08/2012,18.7,12.5,5.6,4.732848,184.8886
23/08/2012,16.3,11.5,15.2,2.983752,80.6429
24/08/2012,16.1,12.2,2.5,4.218408,72.3125
25/08/2012,17,10.3,1.3,4.88718,155.7322
26/08/2012,18.6,8.7,1.6,5.350176,123.6833
27/08/2012,18.1,12.3,3.9,7.047828,170.8889
28/08/2012,16.9,11.2,10.9,6.533388,143.2366
29/08/2012,16.8,11.4,5.8,6.533388,108.8737
30/08/2012,16.7,9.1,0,4.424184,150.41
31/08/2012,17.5,11.4,3,5.1444,70.8084
01/09/2012,16.4,13.1,11.2,6.4305,38.0653
02/09/2012,17.1,11.4,0.1,2.675088,94.0641
03/09/2012,18.8,12.3,6.3,3.909744,30.1977
04/09/2012,17.4,11.5,0,4.424184,189.8637
05/09/2012,18.2,9.4,0,2.212092,151.3356
06/09/2012,15.4,8.7,1.6,6.893496,58.6599
07/09/2012,18.2,14.1,3,3.446748,87.4692
08/09/2012,17.5,11.1,0.6,3.08664,119.8652
09/09/2012,18.1,11.5,3.8,5.504508,51.1394
10/09/2012,13.2,8.7,7.1,3.138084,58.5442
11/09/2012,14.7,7.8,11.5,6.379056,142.6581
12/09/2012,15,9.6,2.9,4.732848,144.8564
13/09/2012,16,10.9,6.9,7.047828,67.9159
14/09/2012,16.9,11.6,0.4,6.327612,148.2117
15/09/2012,15.7,12.6,0.1,4.527072,66.5275
16/09/2012,15.6,10.3,5.4,5.65884,122.1792
17/09/2012,15.1,9.1,7.6,6.379056,118.014
18/09/2012,14.4,9,0.7,6.121836,126.8072
19/09/2012,14.7,7.9,3.8,2.82942,99.502
20/09/2012,14.2,10.6,22.4,4.218408,32.6274
21/09/2012,13.9,6.9,0.1,3.60108,134.212
22/09/2012,14.8,4.9,0,3.035196,139.3028
23/09/2012,15.7,7.4,19.4,4.218408,128.427
24/09/2012,10.8,8.7,9.4,3.909744,36.3298
25/09/2012,12.4,8.6,15.4,7.870932,35.7513
26/09/2012,13.5,9.4,1.5,7.613712,86.4279
27/09/2012,13.6,9,2.4,3.909744,55.0732
28/09/2012,15.5,9.1,10.8,6.584832,104.0143
29/09/2012,15.9,8.6,10.2,6.224724,86.3122
30/09/2012,15.6,10,11,6.636276,96.7252
01/10/2012,13.4,8.8,6.9,5.761728,88.6262
02/10/2012,12.7,7.2,10.7,4.784292,59.8169
03/10/2012,13.4,7.7,12.6,3.498192,79.0231
04/10/2012,12.1,6.1,3.5,3.755412,71.734
05/10/2012,13.8,6.1,0.7,3.60108,101.3532
06/10/2012,15.3,5.9,0.2,2.31498,87.5849
07/10/2012,12.1,4.7,0.2,3.498192,93.6013
08/10/2012,13.5,7.2,0,4.37274,81.7999
09/10/2012,13.4,6.2,0,2.777976,100.3119
10/10/2012,13.6,6,6.4,3.961188,43.8503
11/10/2012,13.4,5.3,8.4,6.842052,97.5351
12/10/2012,13.4,4.3,0.9,2.366424,99.9648
13/10/2012,13,3.9,1.1,2.31498,93.2542
14/10/2012,12.6,5,2.5,3.240972,45.5858
15/10/2012,10,4.2,4.3,4.321296,52.2964
16/10/2012,13.4,6,1.2,3.395304,116.857
17/10/2012,10.4,7.6,8.5,5.710284,54.4947
18/10/2012,12.8,9.6,3.3,6.790608,48.9411
19/10/2012,10.8,8.2,0.1,4.475628,49.4039
20/10/2012,14.5,7.4,0.1,3.806856,63.7507
21/10/2012,15.7,9.6,0,5.967504,109.4522
22/10/2012,14.5,8,0,3.806856,98.6921
23/10/2012,14.2,9.9,0,3.035196,40.0322
24/10/2012,13.5,9.3,0,4.62996,40.495
25/10/2012,12.2,9.2,0,4.475628,73.8166
26/10/2012,9.6,3.2,1.5,4.88718,66.7589
27/10/2012,10.4,3.1,0.5,3.703968,71.1555
28/10/2012,9.8,5.7,20.3,5.247288,29.5035
29/10/2012,10.5,5.2,2.7,3.961188,55.4203
30/10/2012,10.9,5.8,3,5.65884,57.2715
31/10/2012,10.1,3.3,9.8,2.983752,78.7917
01/11/2012,8.2,1.1,5.6,5.967504,39.2223
02/11/2012,9.1,2.9,5.4,6.121836,57.3872
03/11/2012,7.3,2.8,6.4,6.481944,34.2472
04/11/2012,8.1,4.6,1.2,4.578516,37.6025
05/11/2012,10.8,2.8,1.1,3.446748,68.1473
06/11/2012,11.7,8.1,0.3,5.607396,71.734
07/11/2012,11.8,9,6.2,6.224724,42.5776
08/11/2012,12.8,7.9,9.3,5.40162,55.9988
09/11/2012,10.3,5.6,11.8,4.835736,46.1643
10/11/2012,8.9,5.9,6.6,4.784292,53.1063
11/11/2012,10.2,5.7,3.6,3.138084,36.6769
12/11/2012,12.1,6.5,9.6,4.37274,15.1567
13/11/2012,13.4,8.6,15.5,4.732848,30.1977
14/11/2012,9.4,7,3.3,1.749096,21.8673
15/11/2012,11.2,7.5,3,2.623644,37.2554
16/11/2012,9.1,5,1.8,3.446748,19.4376
17/11/2012,8.3,3.9,1.3,3.806856,41.3049
18/11/2012,11.8,2,14.9,4.527072,14.3468
19/11/2012,12.1,8.3,7.8,7.047828,17.7021
20/11/2012,10.2,5.1,6.4,5.967504,24.7598
21/11/2012,10.6,4.1,8,6.584832,30.1977
22/11/2012,9.2,5.8,9.7,6.4305,20.5946
23/11/2012,7.9,4,4,3.652524,27.8837
24/11/2012,5.6,0.3,0,1.851984,29.8506
25/11/2012,5,-0.2,0.2,2.5722,19.0905
26/11/2012,8.9,5,2.5,8.179596,38.2967
27/11/2012,7.2,3.2,2.3,5.195844,31.4704
28/11/2012,9,1.4,0.4,1.749096,35.6356
29/11/2012,4.7,0.8,2.1,1.903428,11.6857
30/11/2012,6.4,2.8,4.5,3.138084,25.6854
01/12/2012,8.1,3.8,1.4,1.903428,24.9912
02/12/2012,9.9,4.1,19.8,3.652524,7.5205
03/12/2012,8.5,4.1,5.4,6.584832,21.4045
04/12/2012,7,3.4,7.3,5.504508,10.2973
05/12/2012,6.8,1.1,0.5,1.851984,28.6936
06/12/2012,8.1,3.3,22.3,9.414252,5.3222
07/12/2012,8.7,2.9,0.8,6.070392,27.1895
08/12/2012,9.1,3,0.6,3.240972,18.0492
09/12/2012,9.1,2.6,1.5,3.446748,13.5369
10/12/2012,5.3,0.9,0,3.549636,26.4953
11/12/2012,3.5,0.5,0,4.578516,24.8755
12/12/2012,6,2.4,4.8,4.88718,7.8676
13/12/2012,6,2.2,0,7.150716,22.2144
14/12/2012,7.3,4.4,4,4.475628,10.1816
15/12/2012,10,6.5,1.8,4.166964,33.553
16/12/2012,8.9,5.6,10.1,5.247288,14.3468
17/12/2012,9.8,5,4.1,3.909744,19.5533
18/12/2012,6.7,3.3,0.2,4.218408,15.7352
19/12/2012,11,6.6,4.2,6.379056,22.2144
20/12/2012,8,5.6,1.1,2.469312,9.256
21/12/2012,8.4,3.8,1.1,4.064076,16.4294
22/12/2012,12.1,7.3,21.5,6.121836,7.6362
23/12/2012,10.8,6.5,2.1,6.636276,37.4868
24/12/2012,9.6,4.9,3.6,4.166964,24.9912
25/12/2012,7.7,4.4,4.6,3.446748,15.7352
26/12/2012,7.6,5.2,7.6,6.739164,10.413
27/12/2012,9,3.8,2.9,3.292416,22.6772
28/12/2012,13.9,6.3,0.7,13.169664,4.0495
29/12/2012,9.5,1.8,10.8,6.94494,19.7847
30/12/2012,10.3,2,18.6,9.157032,5.0908
31/12/2012,10.7,3.9,2.8,8.539704,22.9086
01/01/2013,9.8,3.5,3.2,5.65884,25.1069
02/01/2013,10.5,7.9,11.2,4.732848,9.9502
03/01/2013,10.5,9.7,4.2,4.732848,6.5949
04/01/2013,11.6,6.6,0,4.732848,17.9335
05/01/2013,11.9,5.9,8.4,4.784292,7.1734
06/01/2013,11.3,5.9,23.7,4.578516,4.0495
07/01/2013,11.6,9.8,20.9,5.1444,4.1652
08/01/2013,12.1,3.1,1,3.498192,31.0076
09/01/2013,4.8,1.2,0,3.292416,26.0325
10/01/2013,8.3,2.3,1.3,4.732848,20.826
11/01/2013,8.1,2.6,0,5.1444,17.2393
12/01/2013,8.5,1.4,0,3.703968,25.1069
13/01/2013,8.8,-0.1,2.3,2.777976,33.2059
14/01/2013,8.2,3.3,7.5,7.253604,21.7516
15/01/2013,4.9,1,6.3,3.549636,17.8178
16/01/2013,6.4,2.9,1.4,3.189528,14.9253
17/01/2013,8.6,5.3,8.3,5.453064,22.6772
18/01/2013,8.6,3.8,20.5,3.755412,14.6939
19/01/2013,4.8,1.3,0.9,3.755412,26.2639
20/01/2013,3.9,-0.4,0,5.710284,32.396
21/01/2013,4.2,0.2,0,3.395304,31.9332
22/01/2013,1.9,-0.3,4.2,2.983752,16.0823
23/01/2013,3.9,0,0,5.247288,37.6025
24/01/2013,5.1,-0.5,1.6,5.504508,10.2973
25/01/2013,9.2,4.9,12.4,7.305048,10.0659
26/01/2013,12,3.3,14.4,5.607396,5.3222
27/01/2013,6.7,2.6,11.3,6.893496,19.5533
28/01/2013,10.3,4.6,5.8,9.465696,24.0656
29/01/2013,12.7,5.9,5,6.893496,19.0905
30/01/2013,9.3,5,9.6,7.45938,38.9909
31/01/2013,9.6,4.9,5.1,8.23104,39.5694
01/02/2013,8.4,4.1,3.7,7.97382,45.123
02/02/2013,9.4,1.8,8.8,2.880864,59.007
03/02/2013,10.4,7.6,7,6.17328,19.4376
04/02/2013,8.5,1.9,7.2,11.729232,43.7346
05/02/2013,8.7,1.2,11,13.88988,35.2885
06/02/2013,7.1,1.5,1.4,4.990068,45.7015
07/02/2013,8.7,0.9,11.6,8.385372,38.181
08/02/2013,11.3,6.1,0,4.475628,72.1968
09/02/2013,9.4,7.6,4.2,3.34386,16.0823
10/02/2013,8.8,5.3,3.6,6.276168,60.7425
11/02/2013,6.6,4,6.8,3.446748,21.7516
12/02/2013,5.5,3.3,3.4,3.498192,17.7021
13/02/2013,10.3,4.5,13,5.041512,9.0246
14/02/2013,10.1,5.9,2.6,6.070392,53.8005
15/02/2013,10.1,3.9,1.2,3.189528,46.8585
16/02/2013,11.4,7.5,0.2,6.996384,28.4622
17/02/2013,10,5.7,0,8.23104,20.5946
18/02/2013,9.2,3.6,0,7.870932,70.4613
19/02/2013,9.4,3.3,0,4.578516,31.3547
20/02/2013,7.8,1.5,0,6.893496,54.9575
21/02/2013,5.9,0.9,0,8.796924,22.6772
22/02/2013,3.6,0,0,5.453064,76.9405
23/02/2013,3.6,-0.7,0,1.954872,25.1069
24/02/2013,6.7,-1.3,0,3.909744,116.0471
25/02/2013,8.1,-1.7,0,3.395304,118.9396
26/02/2013,5.8,-0.7,0,2.469312,73.2381
27/02/2013,7.2,2.1,0,2.212092,41.5363
28/02/2013,7.9,3.8,0,4.578516,49.6353
01/03/2013,9.8,5.2,0,2.623644,38.6438
02/03/2013,8.6,4.9,0,1.440432,41.8834
03/03/2013,9.3,2.8,0,2.880864,75.3207
04/03/2013,5.3,1.9,0,4.012632,22.2144
05/03/2013,10.5,3.3,0.8,4.218408,84.6924
06/03/2013,8.7,5.4,1.2,5.247288,9.4874
07/03/2013,9.8,7.3,1.8,5.967504,19.3219
08/03/2013,12.2,7.4,3.6,6.481944,42.4619
09/03/2013,10,4.7,0.4,6.893496,56.3459
10/03/2013,5.3,0.5,0.2,6.842052,52.065
11/03/2013,3.2,-1.4,0,5.40162,102.973
12/03/2013,8.1,-2.5,1.2,2.983752,92.56
13/03/2013,8.5,0.8,1.4,3.189528,119.7495
14/03/2013,10.6,1.3,8.4,3.755412,83.1883
15/03/2013,9.5,1.4,5,4.37274,120.2123
16/03/2013,7.9,-0.8,0,2.520756,119.6338
17/03/2013,6.3,1.9,7.2,6.4305,106.6754
18/03/2013,8.4,2.7,1.4,3.703968,84.3453
19/03/2013,5.8,1.1,0.4,3.8583,64.3292
20/03/2013,10.3,-0.1,0,2.623644,108.2952
21/03/2013,6.2,1.8,14,9.722916,29.1564
22/03/2013,7,4.2,6.6,10.54602,25.1069
23/03/2013,5.6,2.9,0,7.819488,45.7015
24/03/2013,3.4,2.1,0,7.665156,34.8257
25/03/2013,4.8,0.6,0,5.967504,62.1309
26/03/2013,4.5,0.1,0,4.269852,78.676
27/03/2013,6.3,-0.2,0,3.961188,104.13
28/03/2013,4.8,-0.9,0,6.481944,100.1962
29/03/2013,6.7,0.4,0,7.870932,189.8637
30/03/2013,6.8,-0.6,0,6.4305,150.2943
31/03/2013,5.5,0.6,0,8.128152,37.8339
01/04/2013,6.6,1.3,0,10.185912,144.8564
02/04/2013,9.6,1.9,0,7.407936,219.5986
03/04/2013,11.3,0.5,0,4.424184,193.6818
04/04/2013,9.3,0.5,0,4.681404,166.3766
05/04/2013,9.1,0.4,0,3.961188,116.7413
06/04/2013,13.1,0.7,0,3.240972,205.7146
07/04/2013,8.6,2.1,0,6.121836,105.0556
08/04/2013,10.8,3.2,0,7.45938,141.0383
09/04/2013,10.4,3,0,6.636276,218.9044
10/04/2013,11.7,3.5,1.2,4.784292,122.7577
11/04/2013,13,4.9,5.4,4.578516,76.362
12/04/2013,10.4,1.8,1.2,3.806856,113.8488
13/04/2013,11.7,1.3,5.4,6.121836,49.6353
14/04/2013,13.2,8.2,4.7,10.80324,90.8245
15/04/2013,15.4,6.8,4.6,7.253604,152.724
16/04/2013,13,6.3,2.6,8.436816,237.7635
17/04/2013,13.9,6.1,27,7.97382,47.6684
18/04/2013,10.9,5.8,10.7,8.076708,118.1297
19/04/2013,13.5,2.7,0.1,3.498192,258.3581
20/04/2013,12.6,6.1,5.5,7.922376,147.6332
21/04/2013,12.3,5,16.9,4.578516,183.8473
22/04/2013,14.2,7.6,8.4,6.790608,132.3608
23/04/2013,14.1,7.8,6.9,4.37274,131.2038
24/04/2013,11.5,5.4,4,4.784292,118.4768
25/04/2013,12.8,4.7,2.7,3.806856,180.2606
26/04/2013,9,3.6,3.6,8.076708,225.3836
27/04/2013,12.3,3.2,0.8,4.88718,196.9214
28/04/2013,11.1,5.4,6,8.796924,139.5342
29/04/2013,10.9,4.5,4.8,7.20216,135.1376
30/04/2013,13.4,2.1,3.7,3.34386,253.1516
01/05/2013,13,6.6,1.4,4.424184,242.6229
02/05/2013,13,6.6,0.3,6.018948,108.1795
03/05/2013,10.6,6.6,14.2,6.996384,55.536
04/05/2013,12,4.5,0.3,5.247288,108.1795
05/05/2013,12.5,10.1,11.1,6.17328,68.9572
06/05/2013,14.9,10.3,8.4,2.983752,66.4118
07/05/2013,15.3,8.7,0.2,5.1444,51.6022
08/05/2013,12.8,6.7,18.6,7.562268,111.7662
09/05/2013,10.7,7,2.9,7.356492,167.765
10/05/2013,12.4,7.4,7.1,6.17328,195.7644
11/05/2013,11.1,6.9,6.9,9.311364,250.3748
12/05/2013,13.9,5.5,9.3,7.819488,176.2111
13/05/2013,11.3,4.1,14.2,8.899812,223.1853
14/05/2013,10,3.7,9.2,7.562268,123.4519
15/05/2013,10.6,5.8,3.3,7.099272,232.2099
16/05/2013,11.2,5,7,3.549636,209.7641
17/05/2013,13.9,7.1,2.1,6.327612,291.564
18/05/2013,9.7,7.5,14.5,7.819488,46.28
19/05/2013,17.1,8.9,0.1,2.880864,190.6736
20/05/2013,12.3,9,0,6.94494,125.4188
21/05/2013,14.3,8.8,0,5.453064,230.1273
22/05/2013,13.9,8.3,0,7.150716,228.1604
23/05/2013,11.7,7.3,0,9.620028,286.5889
24/05/2013,12.8,7.8,0,5.1444,290.6384
25/05/2013,12.2,7,6.7,2.932308,99.9648
26/05/2013,13,9.3,3.6,5.710284,88.0477
27/05/2013,13.8,7.2,8.3,5.298732,271.5479
28/05/2013,14.3,7.5,7.9,4.064076,169.3848
29/05/2013,17.4,7.8,0.1,5.092956,324.1914
30/05/2013,16.1,7,0,4.064076,255.2342
31/05/2013,15.9,8.6,0.5,4.475628,206.1774
01/06/2013,16.2,8,0.9,4.37274,178.2937
02/06/2013,15.8,8.6,0.9,3.08664,138.7243
03/06/2013,20.8,11.2,0,2.006316,166.2609
04/06/2013,22.9,12,0,3.08664,340.0423
05/06/2013,23.3,9.9,0,3.189528,290.1756
06/06/2013,22.6,11.4,0,2.777976,280.1097
07/06/2013,23.6,11.1,0,4.11552,324.6542
08/06/2013,25.4,10.7,0,2.31498,329.2822
09/06/2013,23.6,10.2,0,2.726532,299.8944
10/06/2013,15.9,10.6,0.2,7.253604,75.4364
11/06/2013,17.6,10.7,7.4,4.218408,116.7413
12/06/2013,18.5,9,1.1,3.395304,264.6059
13/06/2013,17,10.4,1,4.784292,215.6648
14/06/2013,12.8,8.9,18.8,4.681404,45.5858
15/06/2013,17.8,7.2,0.5,3.755412,251.069
16/06/2013,16,8.8,0.1,3.035196,95.4525
17/06/2013,19.8,11.6,0,2.777976,162.7899
18/06/2013,18.9,10.5,0,3.240972,240.3089
19/06/2013,17.4,9,0,4.11552,266.3414
