Date,AirTmax,AirTmin,Rain,WindSpeed,SolRad
01/01/2004,7.8,3,2,NA,NA
02/01/2004,10,5.6,8.2,NA,NA
03/01/2004,9.8,6,0,NA,NA
04/01/2004,11.5,1.9,9.6,NA,NA
05/01/2004,12.3,4.8,3.9,NA,NA
06/01/2004,11.8,7.2,1.2,NA,NA
07/01/2004,10.5,7.6,17.5,NA,NA
08/01/2004,9.6,5.6,12.3,NA,NA
09/01/2004,10.6,5.6,1,NA,NA
10/01/2004,11.9,6,9.2,NA,NA
11/01/2004,8.3,3.9,8.7,NA,NA
12/01/2004,8.5,4.5,11.8,NA,NA
13/01/2004,7.8,5.7,11.3,NA,NA
14/01/2004,6.2,1.9,15.3,NA,NA
15/01/2004,8.9,3.8,3.1,NA,NA
16/01/2004,9.2,3.5,1.2,NA,NA
17/01/2004,8.7,1.8,0.2,NA,NA
18/01/2004,10.6,0.8,1.1,NA,NA
19/01/2004,10.9,6.3,3.5,NA,NA
20/01/2004,10.7,2.6,0,NA,NA
21/01/2004,11,8.2,1.5,NA,NA
22/01/2004,10.2,7.5,2.8,NA,NA
23/01/2004,10.6,6.5,4.3,NA,NA
24/01/2004,9,5.3,4.3,NA,NA
25/01/2004,8.6,2.8,0,NA,NA
26/01/2004,7.2,0.8,0.8,NA,NA
27/01/2004,6.8,0.5,3,NA,NA
28/01/2004,7.5,2.3,1.4,NA,NA
29/01/2004,7.2,-0.8,7.6,NA,NA
30/01/2004,10,1.7,31.2,NA,NA
31/01/2004,10,5.3,8.8,NA,NA
01/02/2004,12,5.9,27.1,NA,NA
02/02/2004,14.8,7.1,6.6,NA,NA
03/02/2004,12.6,9,1,NA,NA
04/02/2004,12.6,9.2,0,NA,NA
05/02/2004,12.5,8.9,4.2,NA,NA
06/02/2004,9.8,7.2,3.5,NA,NA
07/02/2004,8,7,1.8,NA,NA
08/02/2004,9.2,4.8,0,NA,NA
09/02/2004,10.5,3.5,1.2,NA,NA
10/02/2004,10.7,4.6,0,NA,NA
11/02/2004,10.8,4.9,0,NA,NA
12/02/2004,10,4.3,0.3,NA,NA
13/02/2004,12.3,3.5,0,NA,NA
14/02/2004,10,3.7,0,NA,NA
15/02/2004,9.6,5.4,0,NA,NA
16/02/2004,10.8,5.6,0,NA,NA
17/02/2004,11.2,3.4,0,NA,NA
18/02/2004,9.6,1.8,0,NA,NA
19/02/2004,9.3,0.2,0,NA,NA
20/02/2004,8.5,1.8,0,NA,NA
21/02/2004,8.5,1.8,0.6,NA,NA
22/02/2004,7,4.6,0,NA,NA
23/02/2004,8.9,2.8,1.9,NA,NA
24/02/2004,9.3,3.9,4,NA,NA
25/02/2004,6.9,1.8,5,NA,NA
26/02/2004,5,1.3,8,NA,NA
27/02/2004,5.2,0.5,6.7,NA,NA
28/02/2004,5.6,0.8,0,NA,NA
29/02/2004,8.4,1.5,0,NA,NA
01/03/2004,8.9,-1,0,NA,NA
02/03/2004,9.8,2,2.9,NA,NA
03/03/2004,12.8,5.9,1.7,NA,NA
04/03/2004,12.2,6.4,0.2,NA,NA
05/03/2004,11.8,2.1,0.3,NA,NA
06/03/2004,10.5,2.1,0.5,NA,NA
07/03/2004,11.2,4,0,NA,NA
08/03/2004,9.8,1.5,0,NA,NA
09/03/2004,9.5,1.5,0,NA,NA
10/03/2004,8.1,2,6.5,NA,NA
11/03/2004,8.2,1.6,8.5,NA,NA
12/03/2004,7.5,1.9,2.2,NA,NA
13/03/2004,10.5,1.6,9,NA,NA
14/03/2004,12.3,5.5,1.1,NA,NA
15/03/2004,12.4,7.9,7,NA,NA
16/03/2004,12.3,8,7.7,NA,NA
17/03/2004,13.5,8,6.1,NA,NA
18/03/2004,12.4,7,20.4,NA,NA
19/03/2004,12.6,4.5,13.7,NA,NA
20/03/2004,10.4,5.6,11,NA,NA
21/03/2004,10.3,5,13.9,NA,NA
22/03/2004,9.3,5.4,2.8,NA,NA
23/03/2004,10.4,0.5,1.6,NA,NA
24/03/2004,11.1,3,1.6,NA,NA
25/03/2004,11.5,3.4,0,NA,NA
26/03/2004,12.9,3,0.7,NA,NA
27/03/2004,12.7,7.8,1.8,NA,NA
28/03/2004,11.9,7.6,2.6,NA,NA
29/03/2004,13.6,7.2,0,NA,NA
30/03/2004,13.1,6.2,0,NA,NA
31/03/2004,14.2,6.6,0,NA,NA
01/04/2004,14.2,8.1,3.9,NA,NA
02/04/2004,13.3,7,11,NA,NA
03/04/2004,10.9,6.5,8.2,NA,NA
04/04/2004,11,5.5,8.7,NA,NA
05/04/2004,10.4,6.5,6.2,NA,NA
06/04/2004,11.6,6.4,3.8,NA,NA
07/04/2004,11.2,4.5,1.4,NA,NA
08/04/2004,11.1,3.9,3.2,NA,NA
09/04/2004,14.3,7.4,1.4,NA,NA
10/04/2004,13.1,9.1,0,NA,NA
11/04/2004,12.8,8.3,2.2,NA,NA
12/04/2004,12.9,8.2,3.2,NA,NA
13/04/2004,11.9,8.1,7.5,NA,NA
14/04/2004,12.8,10.5,14.9,NA,NA
15/04/2004,10.5,4.4,4,NA,NA
16/04/2004,13,2.3,3.1,NA,NA
17/04/2004,10.5,4.5,6.4,NA,NA
18/04/2004,9.4,4,2.3,NA,NA
19/04/2004,12.5,3.9,0,NA,NA
20/04/2004,11.6,6.4,12.3,NA,NA
21/04/2004,13.2,8.5,1.3,NA,NA
22/04/2004,14,6.9,2.7,NA,NA
23/04/2004,14,9.1,0,NA,NA
24/04/2004,13.4,11.7,2.8,NA,NA
25/04/2004,16.1,10.4,0.3,NA,NA
26/04/2004,13.8,9.5,1.2,NA,NA
27/04/2004,13.8,7.9,0.7,NA,NA
28/04/2004,13.4,8,0.9,NA,NA
29/04/2004,12.1,7.5,3.4,NA,NA
30/04/2004,13,7.4,0.1,NA,NA
01/05/2004,15.2,9.1,0,NA,NA
02/05/2004,13.6,8.6,0.5,NA,NA
03/05/2004,11.9,7.9,29.4,NA,NA
04/05/2004,11.7,6,16.8,NA,NA
05/05/2004,11.8,6.7,8.9,NA,NA
06/05/2004,11.2,6.9,6.7,NA,NA
07/05/2004,13.9,8,0.2,NA,NA
08/05/2004,16.5,5,0,NA,NA
09/05/2004,14.7,6.1,0,NA,NA
10/05/2004,12.7,10.6,0,NA,NA
11/05/2004,15.4,10,0,NA,NA
12/05/2004,15.2,9.6,0.4,NA,NA
13/05/2004,16.2,10.5,0.2,NA,NA
14/05/2004,16.6,12.4,1.2,NA,NA
15/05/2004,17,12.5,0,NA,NA
16/05/2004,15.5,11.8,1.5,NA,NA
17/05/2004,16,10.4,0,NA,NA
18/05/2004,16.2,9,3.4,NA,NA
19/05/2004,15.5,11.5,0.3,NA,NA
20/05/2004,15.4,9.8,0.2,NA,NA
21/05/2004,15,6.6,0,NA,NA
22/05/2004,18.2,5.5,0,NA,NA
23/05/2004,17.8,7.4,0,NA,NA
24/05/2004,19.2,5.9,0,NA,NA
25/05/2004,21.3,7.9,0,NA,NA
26/05/2004,20.8,9.5,0,NA,NA
27/05/2004,20,10.5,1,NA,NA
28/05/2004,18.5,13.5,9.5,NA,NA
29/05/2004,19.1,11.4,0.9,NA,NA
30/05/2004,17.3,12.2,0,NA,NA
31/05/2004,16.4,9,0.9,NA,NA
01/06/2004,17.9,11.6,0,NA,NA
02/06/2004,18.4,10.3,3.9,NA,NA
03/06/2004,16.7,14.4,6.6,NA,NA
04/06/2004,16.3,13.2,2.7,NA,NA
05/06/2004,17.8,14.4,0.2,NA,NA
06/06/2004,17.8,13.7,0,NA,NA
07/06/2004,20.7,12.7,0,NA,NA
08/06/2004,20.2,13.4,3.3,NA,NA
09/06/2004,19.4,14,0.3,NA,NA
10/06/2004,18.4,14.6,1.5,NA,NA
11/06/2004,16.5,11.5,2.7,NA,NA
12/06/2004,19.6,11.1,0.3,NA,NA
13/06/2004,20,14.9,0,NA,NA
14/06/2004,19.1,14.9,0.3,NA,NA
15/06/2004,16.9,14.3,0.5,NA,NA
16/06/2004,18.6,12.6,1.9,NA,NA
17/06/2004,15.7,12.8,1.1,NA,NA
18/06/2004,16.2,11.3,1.7,NA,NA
19/06/2004,16.4,8.5,1.2,NA,NA
20/06/2004,16,7.9,0,NA,NA
21/06/2004,16.9,8.6,3.4,NA,NA
22/06/2004,13.8,10.4,39.9,NA,NA
23/06/2004,13.4,11.6,12.6,NA,NA
24/06/2004,15.3,10.5,0.3,NA,NA
25/06/2004,19,7.9,3.7,NA,NA
26/06/2004,20.7,12.6,3.8,NA,NA
27/06/2004,17.5,12.4,1.6,NA,NA
28/06/2004,17.4,11.6,6.7,NA,NA
29/06/2004,18.1,14,3.5,NA,NA
30/06/2004,17.3,12.1,7.6,NA,NA
01/07/2004,16.4,10.5,7.2,NA,NA
02/07/2004,16.6,11.7,9.4,NA,NA
03/07/2004,16.8,12.2,1.2,NA,NA
04/07/2004,17.6,10.8,0.2,NA,NA
05/07/2004,17.2,9.1,0,NA,NA
06/07/2004,19.7,11.2,6.5,NA,NA
07/07/2004,19.5,12.6,7.3,NA,NA
08/07/2004,19.5,11.5,0.1,NA,NA
09/07/2004,19.2,9.5,8.3,NA,NA
10/07/2004,16,9.5,0.9,NA,NA
11/07/2004,17.4,12.2,0,NA,NA
12/07/2004,19.2,9.8,0.1,NA,NA
13/07/2004,17.2,11.9,7.8,NA,NA
14/07/2004,16.7,14.5,1.4,NA,NA
15/07/2004,18,13.2,1.1,NA,NA
16/07/2004,18.5,12,4.8,NA,NA
17/07/2004,18.2,11.4,1.4,NA,NA
18/07/2004,18.2,11.3,4.4,NA,NA
19/07/2004,18.2,12.2,13.8,NA,NA
20/07/2004,17.4,12.9,2.1,NA,NA
21/07/2004,18.2,13.1,0.5,NA,NA
22/07/2004,17.2,11.6,0.7,NA,NA
23/07/2004,18.1,13,0.3,NA,NA
24/07/2004,17.7,12.7,3.3,NA,NA
25/07/2004,15.3,13.5,6,NA,NA
26/07/2004,17,14,0.1,NA,NA
27/07/2004,18.5,14,0,NA,NA
28/07/2004,20.2,11.7,4.2,NA,NA
29/07/2004,18.8,15.3,2.3,NA,NA
30/07/2004,19.8,11.8,0.5,NA,NA
31/07/2004,22.4,13,8.1,NA,NA
01/08/2004,21,13.6,0,NA,NA
02/08/2004,21.6,13.6,4.9,NA,NA
03/08/2004,16.6,14.4,0,NA,NA
04/08/2004,20,8.4,0,NA,NA
05/08/2004,18.9,14.4,2.1,NA,NA
06/08/2004,18.6,14.2,0,NA,NA
07/08/2004,21,12,2.2,NA,NA
08/08/2004,21.4,15.1,0.2,NA,NA
09/08/2004,22,14.3,0,NA,NA
10/08/2004,22.9,11.9,0.6,NA,NA
11/08/2004,22.3,14.8,1.7,NA,NA
12/08/2004,20,16.1,12.3,NA,NA
13/08/2004,23.2,15,0,NA,NA
14/08/2004,22,15.8,1.7,NA,NA
15/08/2004,20.2,16,0,NA,NA
16/08/2004,19,13.6,12.4,NA,NA
17/08/2004,20.2,14,1.4,NA,NA
18/08/2004,21.8,12.9,12.2,NA,NA
19/08/2004,16.8,15.6,4,NA,NA
20/08/2004,17.3,11.2,0.7,NA,NA
21/08/2004,18.5,10.2,1.4,NA,NA
22/08/2004,17.2,12.5,8.3,NA,NA
23/08/2004,20.3,13.3,18.1,NA,NA
24/08/2004,18.6,13,3.3,NA,NA
25/08/2004,18,13.5,0,NA,NA
26/08/2004,16.5,14,9.1,NA,NA
27/08/2004,18,13.5,0.3,NA,NA
28/08/2004,17.5,10.5,3.2,NA,NA
29/08/2004,17.3,11.2,2.1,NA,NA
30/08/2004,19.2,12.2,0,NA,NA
31/08/2004,20.2,9.5,0.4,NA,NA
01/09/2004,15.4,13.3,6.7,NA,NA
02/09/2004,18.5,10.4,0.2,NA,NA
03/09/2004,17.9,13.5,4.8,NA,NA
04/09/2004,16.3,15,4.5,NA,NA
05/09/2004,16.6,12,1.8,NA,NA
06/09/2004,21.1,15,0.3,NA,NA
07/09/2004,22.7,15.6,0,NA,NA
08/09/2004,22.3,12.3,0,NA,NA
09/09/2004,23,13,0.2,NA,NA
10/09/2004,19.4,14.3,9,NA,NA
11/09/2004,15.2,13.5,3.8,NA,NA
12/09/2004,15.8,12.6,21.5,NA,NA
13/09/2004,14,9.2,19.2,NA,NA
14/09/2004,15.4,10,0.7,NA,NA
15/09/2004,16.8,8.2,7.5,NA,NA
16/09/2004,16.4,10.8,9.6,NA,NA
17/09/2004,14.9,13.2,6.7,NA,NA
18/09/2004,15.5,10.8,3.1,NA,NA
19/09/2004,14.5,11.2,25,NA,NA
20/09/2004,14,11,3.6,NA,NA
21/09/2004,15.5,11.2,16.5,NA,NA
22/09/2004,16.2,12.6,7.6,NA,NA
23/09/2004,16.3,12.9,6,NA,NA
24/09/2004,14.7,8.8,6.5,NA,NA
25/09/2004,18,10.1,0.9,NA,NA
26/09/2004,15.1,13.8,16.4,NA,NA
27/09/2004,15.4,14,4.1,NA,NA
28/09/2004,15.3,12.3,1.3,NA,NA
29/09/2004,16.2,11.8,7.4,NA,NA
30/09/2004,14.8,11.7,3.7,NA,NA
01/10/2004,14.1,11.5,16.1,NA,NA
02/10/2004,15,8.8,10,NA,NA
03/10/2004,13.3,9,10.4,NA,NA
04/10/2004,14.4,7.8,16.5,NA,NA
05/10/2004,14.3,10.2,19.4,NA,NA
06/10/2004,12.7,8.5,3.9,NA,NA
07/10/2004,13.7,7.5,9.9,NA,NA
08/10/2004,14.8,8.4,0,NA,NA
09/10/2004,14.5,5.9,0,NA,NA
10/10/2004,12.3,8,0,NA,NA
11/10/2004,13.5,9.6,0,NA,NA
12/10/2004,13.9,8.2,0,NA,NA
13/10/2004,11.3,7.9,7.9,NA,NA
14/10/2004,11.7,8.5,1.4,NA,NA
15/10/2004,14.7,6.5,2.4,NA,NA
16/10/2004,13.9,7,2.9,NA,NA
17/10/2004,14.3,7.6,1.7,NA,NA
18/10/2004,11.6,7.5,24.1,NA,NA
19/10/2004,9,4.2,7.8,NA,NA
20/10/2004,7,1.9,9.2,NA,NA
21/10/2004,9.3,2.6,1.8,NA,NA
22/10/2004,11.8,5,0.1,NA,NA
23/10/2004,12.3,6.5,13.5,NA,NA
24/10/2004,13.4,8.5,12,NA,NA
25/10/2004,12,9.2,2,NA,NA
26/10/2004,10.4,6.3,4.1,NA,NA
27/10/2004,12.2,7,14.8,NA,NA
28/10/2004,14.7,9.5,0.7,NA,NA
29/10/2004,14.8,10.3,0.2,NA,NA
30/10/2004,13.1,11.5,0,NA,NA
31/10/2004,10.9,5.1,0,NA,NA
01/11/2004,11.2,7.9,0,NA,NA
02/11/2004,11.8,9,0,NA,NA
03/11/2004,12.3,7.3,3.5,NA,NA
04/11/2004,13,7.5,0.3,NA,NA
05/11/2004,12.9,9.5,0,NA,NA
06/11/2004,13.2,11,0.5,NA,NA
07/11/2004,13,9.8,1.4,NA,NA
08/11/2004,12.9,10,1.5,NA,NA
09/11/2004,11.2,8.8,4.6,NA,NA
10/11/2004,13.3,9,0.7,NA,NA
11/11/2004,12.7,10.3,3.9,NA,NA
12/11/2004,11.1,10.5,0,NA,NA
13/11/2004,9.4,4.6,0,NA,NA
14/11/2004,11.6,5.4,1.7,NA,NA
15/11/2004,12.7,9.3,8.2,NA,NA
16/11/2004,12.7,10.6,20.2,NA,NA
17/11/2004,12.3,11.5,13.4,NA,NA
18/11/2004,6,4.8,8,NA,NA
19/11/2004,6.2,2.6,12.5,NA,NA
20/11/2004,12.2,2.1,13,NA,NA
21/11/2004,12.3,3.8,5.7,NA,NA
22/11/2004,12.8,11,1.6,NA,NA
23/11/2004,13.2,10.1,0,NA,NA
24/11/2004,12.9,10.5,0,NA,NA
25/11/2004,12.2,10.6,0.6,NA,NA
26/11/2004,10.5,6.9,0.8,NA,NA
27/11/2004,11,6,8,NA,NA
28/11/2004,10.1,6.2,0,NA,NA
29/11/2004,9.8,5.2,4.1,NA,NA
30/11/2004,10.1,5.5,0,NA,NA
01/12/2004,6,1.9,0,NA,NA
02/12/2004,10.7,1.8,11.1,NA,NA
03/12/2004,11.5,3.6,0.2,NA,NA
04/12/2004,11.9,10,3.3,NA,NA
05/12/2004,12.2,4.6,5.1,NA,NA
06/12/2004,10.2,4.9,1.1,NA,NA
07/12/2004,11.3,2.9,0.8,NA,NA
08/12/2004,11.9,3.5,3.1,NA,NA
09/12/2004,11.3,9.1,9,NA,NA
10/12/2004,10.8,6.5,0.3,NA,NA
11/12/2004,12.1,6,0,NA,NA
12/12/2004,11.2,8.6,0,NA,NA
13/12/2004,12.3,8.2,10.3,NA,NA
14/12/2004,12.3,8.8,8.9,NA,NA
15/12/2004,10.2,6.1,10.3,NA,NA
16/12/2004,10.1,6,15.5,NA,NA
17/12/2004,8.4,5.4,4.2,NA,NA
18/12/2004,6.7,5.4,20.2,NA,NA
19/12/2004,8.3,2.3,6.3,NA,NA
20/12/2004,9.5,2.3,5.4,NA,NA
21/12/2004,12.6,5.1,33.3,NA,NA
22/12/2004,12.7,5.2,6.9,NA,NA
23/12/2004,10.8,9.9,5.6,NA,NA
24/12/2004,7,6.5,21.5,NA,NA
25/12/2004,7,1.8,5.7,NA,NA
26/12/2004,9.5,1.6,2.1,NA,NA
27/12/2004,10.6,2,20.1,NA,NA
28/12/2004,11,6.3,10.8,NA,NA
29/12/2004,11.6,6.3,3.5,NA,NA
30/12/2004,11.5,10.9,11.6,NA,NA
31/12/2004,11.1,5,0,NA,NA
01/01/2005,11.2,7.5,19.4,NA,NA
02/01/2005,10.3,3.5,1.8,NA,NA
03/01/2005,12.6,6.6,8.2,NA,NA
04/01/2005,9.4,5.5,12.2,NA,NA
05/01/2005,11.2,5.7,20.8,NA,NA
06/01/2005,11,5.5,14.5,NA,NA
07/01/2005,9.4,8.8,40.1,NA,NA
08/01/2005,9.7,3.7,16.7,NA,NA
09/01/2005,13.8,2.9,5.2,NA,NA
10/01/2005,11.2,7.3,0.7,NA,NA
11/01/2005,10.5,7.5,11.2,NA,NA
12/01/2005,8.9,2.9,2.3,NA,NA
13/01/2005,11.1,3.9,0.6,NA,NA
14/01/2005,12.1,4,37.3,NA,NA
15/01/2005,10.2,7.7,7.8,NA,NA
16/01/2005,10.3,6.3,4.5,NA,NA
17/01/2005,8.2,5.8,11,NA,NA
18/01/2005,11.7,1.5,24.5,NA,NA
19/01/2005,12.1,5.4,15.9,NA,NA
20/01/2005,11.9,11,10.3,NA,NA
21/01/2005,6.5,6.2,13.3,NA,NA
22/01/2005,5.6,4.5,2.6,NA,NA
23/01/2005,7.3,0.5,0,NA,NA
24/01/2005,7.9,1.9,2.2,NA,NA
25/01/2005,9.8,4.3,1.1,NA,NA
26/01/2005,9.8,7.5,0,NA,NA
27/01/2005,8.6,5.9,1.3,NA,NA
28/01/2005,10,6.9,0.7,NA,NA
29/01/2005,10.2,7.4,0,NA,NA
30/01/2005,9.9,7,0,NA,NA
31/01/2005,10.9,7.5,0,NA,NA
01/02/2005,9.2,7.2,0,NA,NA
02/02/2005,12,6.9,0,NA,NA
03/02/2005,10.3,7.5,1.4,NA,NA
04/02/2005,9.9,8.1,10.2,NA,NA
05/02/2005,8.5,1.8,2.5,NA,NA
06/02/2005,8.3,1.6,5.7,NA,NA
07/02/2005,7.5,1.2,1.6,NA,NA
08/02/2005,9.9,3.2,0.6,NA,NA
09/02/2005,10.2,6.2,11.9,NA,NA
10/02/2005,10.5,6.9,0.6,NA,NA
11/02/2005,11.5,4.3,34.8,NA,NA
12/02/2005,9.3,6,10.5,NA,NA
13/02/2005,8.2,5,0,NA,NA
14/02/2005,8.2,5.5,0.5,NA,NA
15/02/2005,8.7,4.6,0.8,NA,NA
16/02/2005,10.4,6.5,2.5,NA,NA
17/02/2005,9.8,6.4,3.8,NA,NA
18/02/2005,10.6,6.8,1.1,NA,NA
19/02/2005,9,6.4,1.3,NA,NA
20/02/2005,8.6,5,4,NA,NA
21/02/2005,9.5,4.4,0.5,NA,NA
22/02/2005,6.1,1.8,0,5.350176,89.4361
23/02/2005,5.7,0.3,0,3.8583,72.891
24/02/2005,4.8,0.5,0,4.732848,68.3787
25/02/2005,7.2,2,0,4.732848,69.5357
26/02/2005,8.2,0.4,0,3.549636,59.4698
27/02/2005,8.6,3.9,0,1.954872,56.9244
28/02/2005,8.7,2.3,1.4,4.012632,65.3705
01/03/2005,6,1.7,0.6,5.607396,86.4279
02/03/2005,6,1.5,0,5.607396,73.8166
03/03/2005,9.1,0.9,0.2,3.652524,88.6262
04/03/2005,9.3,6.7,1.8,10.03158,86.3122
05/03/2005,8.4,4.2,2.2,7.7166,110.4935
06/03/2005,10.6,1.5,0,2.366424,142.0796
07/03/2005,9,2.1,0.4,2.469312,85.1552
08/03/2005,9.1,2.9,0.1,2.777976,77.9818
09/03/2005,9.1,2.5,0.3,2.469312,79.0231
10/03/2005,9.3,4.9,0,3.961188,31.9332
11/03/2005,8.9,5.4,1.4,7.305048,58.6599
12/03/2005,6.8,2.1,1,3.703968,75.3207
13/03/2005,7.9,1.9,0,2.006316,100.0805
14/03/2005,10.4,3.2,11.8,6.070392,21.8673
15/03/2005,13.5,9.5,5,9.0027,21.0574
16/03/2005,13.7,11,1.9,10.80324,79.1388
17/03/2005,12.8,10.5,4.4,7.150716,32.9745
18/03/2005,14.5,9.1,0.4,4.424184,83.1883
19/03/2005,18.9,6.9,0,5.813172,155.7322
20/03/2005,15.8,9.6,0.6,7.870932,110.0307
21/03/2005,12.3,8.9,5.6,4.37274,67.8002
22/03/2005,13.6,9.4,1.4,7.562268,89.4361
23/03/2005,13.6,8.1,1.8,7.407936,105.0556
24/03/2005,14,9.6,3.2,6.584832,57.7343
25/03/2005,17,7.3,0,4.475628,171.3517
26/03/2005,14.5,7.2,0,3.909744,133.6335
27/03/2005,11.6,6.5,0,2.520756,82.6098
28/03/2005,10.9,7.5,1.3,2.726532,48.2469
29/03/2005,10.6,7,3.4,2.263536,52.8749
30/03/2005,12.7,6.5,1.8,1.903428,91.6344
31/03/2005,11.1,6.1,9,6.893496,94.0641
01/04/2005,13.9,9,6.1,3.8583,141.5011
02/04/2005,16.8,7.5,0,4.732848,186.0456
03/04/2005,12.1,6,0.2,4.527072,123.9147
04/04/2005,9.1,4.2,6.8,6.327612,117.7826
05/04/2005,9.6,5.3,20.4,4.732848,87.932
06/04/2005,8.9,2.8,10.2,8.539704,120.2123
07/04/2005,8,2,7.8,12.552336,120.328
08/04/2005,6.6,1.8,1.6,6.68772,136.0632
09/04/2005,10.8,3.8,2.9,5.91606,104.9399
10/04/2005,13.6,7.4,0,4.938624,160.1288
11/04/2005,12.7,7.6,5.2,6.018948,74.048
12/04/2005,10.7,5.6,2.7,4.269852,125.7659
13/04/2005,8.7,4.1,13,3.498192,78.5603
14/04/2005,9.6,3.8,3.1,8.385372,178.8722
15/04/2005,9.2,4.1,0.3,7.510824,239.6147
16/04/2005,11.4,2.4,0,2.777976,165.1039
17/04/2005,11.4,4.8,12.1,6.790608,116.857
18/04/2005,12.1,4,2.4,3.8583,250.0277
19/04/2005,14.1,2,0,2.983752,206.1774
20/04/2005,13,5.3,0,4.938624,210.8054
21/04/2005,14.5,4.1,0,4.527072,217.6317
22/04/2005,13.7,6.4,1.7,6.4305,69.1886
23/04/2005,12.3,8.1,0,3.703968,68.9572
24/04/2005,15.2,9.3,0.2,3.395304,121.2536
25/04/2005,16.5,7.5,8.4,4.37274,197.847
26/04/2005,13,7,3.7,5.195844,132.8236
27/04/2005,12.9,5.7,15.4,4.578516,182.3432
28/04/2005,13,8.8,3.8,8.128152,152.6083
29/04/2005,14.2,8.9,0,5.298732,284.622
30/04/2005,12.9,7.5,3.1,3.08664,69.8828
01/05/2005,14.4,10.2,1.5,6.276168,65.0234
02/05/2005,14.5,9.9,10.6,4.064076,82.7255
03/05/2005,11.4,8.3,1.7,8.333928,126.6915
04/05/2005,13.6,6.4,0.1,4.475628,207.9129
05/05/2005,11.8,9.6,4.4,6.018948,83.8825
06/05/2005,11.8,8.1,4.5,5.761728,80.4115
07/05/2005,12.5,7.9,1.3,6.68772,241.2345
08/05/2005,11.9,5.3,2.7,6.68772,308.1091
09/05/2005,11,4.6,0.5,4.37274,251.3004
10/05/2005,13.8,4.3,0,3.703968,244.4741
11/05/2005,15.1,5.6,0,2.777976,240.4246
12/05/2005,14.6,6.7,0,3.703968,194.376
13/05/2005,17,8.6,0,6.893496,314.1255
14/05/2005,NA,NA,NA,NA,NA
15/05/2005,NA,NA,NA,NA,NA
16/05/2005,NA,NA,NA,NA,NA
17/05/2005,NA,NA,NA,NA,NA
18/05/2005,12.1,6.1,3.2,4.012632,98.4607
19/05/2005,13.8,10.2,5.6,6.481944,100.4276
20/05/2005,13.7,8.8,2.5,5.65884,232.0942
21/05/2005,14.1,6.6,2,3.189528,246.7881
22/05/2005,13,6.2,4.9,4.424184,234.9867
23/05/2005,13.9,5.8,8.3,6.584832,234.7553
24/05/2005,13.8,8,2,3.60108,149.6001
25/05/2005,13.8,9.7,33,5.504508,32.0489
26/05/2005,14.2,10.2,0.2,5.761728,217.6317
27/05/2005,10.5,8.8,10.2,5.967504,56.1145
28/05/2005,11.8,7.7,11.4,7.7166,130.9724
29/05/2005,15.9,7.2,0,3.703968,304.291
30/05/2005,15,8,0.2,3.189528,149.7158
31/05/2005,16.3,8.3,6.8,3.703968,169.6162
01/06/2005,13.8,12.4,28.8,4.218408,73.0067
02/06/2005,13.6,12.1,21.2,5.298732,49.4039
03/06/2005,15.3,10.8,3.4,6.018948,188.2439
04/06/2005,13.8,10.2,1.3,5.453064,127.3857
05/06/2005,17.8,9.4,0,2.82942,206.0617
06/06/2005,17.5,11.5,0,4.62996,227.0034
07/06/2005,17,11.7,0,3.909744,92.3286
08/06/2005,17.6,12.5,1.8,3.08664,150.9885
09/06/2005,19.7,12.4,0,2.932308,194.376
10/06/2005,16.1,9.9,0,5.91606,227.2348
11/06/2005,15.5,6.9,0,6.224724,301.2828
12/06/2005,13.8,7.7,0,5.504508,186.8555
13/06/2005,14.3,8,0,5.350176,160.823
14/06/2005,14.5,10.5,0.1,5.967504,150.2943
15/06/2005,15.9,9.9,0.7,3.395304,205.1361
16/06/2005,15,10.8,15.2,4.681404,95.4525
17/06/2005,17.5,12.6,9.5,3.60108,73.0067
18/06/2005,19.9,14.1,1.1,4.990068,66.7589
19/06/2005,17.5,12.7,0.1,5.504508,298.7374
20/06/2005,17.2,12.9,2.9,6.018948,201.2023
21/06/2005,15,12.3,7.7,4.62996,97.8822
22/06/2005,18.8,14,2.4,7.45938,216.2433
23/06/2005,15.8,12.7,1.1,5.298732,200.7395
24/06/2005,16.2,12,0.8,4.578516,144.0465
25/06/2005,16.5,10.9,0,6.121836,300.0101
26/06/2005,18.9,9.8,0,3.909744,285.6633
27/06/2005,17.6,9.9,0,2.880864,132.5922
28/06/2005,23.1,13.5,0.3,3.549636,220.8713
29/06/2005,19.3,13.3,5.3,2.5722,98.4607
30/06/2005,16.9,11.1,3.6,3.549636,170.7732
01/07/2005,17.5,11.1,0.4,4.269852,140.5755
02/07/2005,19,11.3,2.4,8.025264,117.5512
03/07/2005,14.8,9.4,2.6,5.40162,231.5157
04/07/2005,16.6,8.8,0.2,3.8583,328.7037
05/07/2005,16.8,11.9,12.2,7.099272,130.5096
06/07/2005,13.7,10.9,3.4,5.761728,63.0565
07/07/2005,18.4,12.2,0.5,3.498192,113.6174
08/07/2005,17.8,13.3,7.4,2.983752,122.0635
09/07/2005,20.1,13.7,0.4,3.34386,263.6803
10/07/2005,24.8,12.6,0.2,2.006316,308.8033
11/07/2005,27.2,14.3,0,3.138084,312.5057
12/07/2005,23.6,13,0,4.269852,292.1425
13/07/2005,21.4,13.1,0,2.623644,245.5154
14/07/2005,16.7,12.6,1,4.732848,89.6675
15/07/2005,16.6,11.5,0,4.012632,161.6329
