Date,wtr_2.5,wtr_5,wtr_8,wtr_11,wtr_14,wtr_16,wtr_18,wtr_20,wtr_22,wtr_27,wtr_32,wtr_42,wtr_mean,ss
26/01/2008,6.887350694,6.855134028,6.822917361,6.801171111,6.742474306,6.727704167,6.791130972,6.712866667,6.666902222,6.682442917,6.612340972,6.504000972,6.733869699,5.005155435
27/01/2008,6.889830278,6.889256597,6.888682917,6.884591111,6.869132639,6.852787222,6.885915556,6.853524722,6.7972025,6.814101111,6.735278889,6.526091528,6.823866256,2.706221464
28/01/2008,6.927789167,6.910376667,6.892964167,6.89178375,6.889566389,6.886973611,6.891116389,6.885900972,6.875673889,6.88270125,6.868812361,6.701099722,6.875396528,1.396774466
29/01/2008,6.908211765,6.899217647,6.890223529,6.890955882,6.893144118,6.909960294,6.914697059,6.915332353,6.915988235,6.941211765,6.913767647,6.845448529,6.903179902,-0.275817835
30/01/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31/01/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29/02/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
01/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
02/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
03/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
04/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
07/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
09/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27/03/2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28/03/2008,7.033829167,6.975421875,6.917014583,6.924397917,6.894660417,6.903619444,6.953857986,6.898355556,6.890597569,6.899912847,6.9014,7.019929514,6.934416406,2.249511878
29/03/2008,7.000319097,6.94929375,6.898268403,6.915259722,6.890419792,6.894114583,6.922280556,6.891990278,6.890327778,6.893896181,6.910655208,7.006331944,6.921929774,1.603455203
30/03/2008,7.107960069,7.055479861,7.002999653,7.078665278,6.922769792,6.954132639,7.023545486,6.932188542,6.90239375,6.945624306,6.899738889,6.977495139,6.983582784,3.84318568
31/03/2008,7.276705556,7.235353646,7.194001736,7.221047569,7.041371181,7.039473264,7.064287847,7.009008333,6.986685069,7.013232986,7.001059549,6.965476389,7.087308594,6.831524721
01/04/2008,7.309587153,7.284298958,7.259010764,7.307671528,7.216266667,7.237220486,7.276916667,7.225678819,7.189947569,7.233061111,7.148958333,7.068247917,7.229738831,2.922150497
02/04/2008,7.425585417,7.377732639,7.329879861,7.432452778,7.31801875,7.322979167,7.327897569,7.315288194,7.313225,7.315521528,7.290392361,7.259172222,7.335678791,2.80894363
03/04/2008,7.613452431,7.586462847,7.559473264,7.649586111,7.437010417,7.457724653,7.492822222,7.363736111,7.328369444,7.329828125,7.315607639,7.231658681,7.447144329,7.801408867
04/04/2008,8.003063889,7.931571875,7.860079861,7.861328125,7.634158333,7.617377431,7.618097917,7.537454514,7.460863889,7.378556597,7.315238194,7.242638194,7.621702402,17.3662851
05/04/2008,7.772240972,7.757088542,7.741936111,7.771120139,7.734825,7.731131597,7.733533333,7.707778819,7.656082986,7.604287153,7.399827431,7.372769097,7.665218432,5.857431856
06/04/2008,7.709530903,7.680262847,7.650994792,7.714038194,7.597510417,7.591215625,7.620920833,7.571025347,7.530443403,7.568911111,7.566561458,7.539585069,7.61175,4.114303162
07/04/2008,7.603179167,7.574761111,7.546343056,7.607086806,7.514542014,7.534853472,7.561511458,7.527479861,7.504179514,7.549330556,7.508733681,7.482445139,7.542870486,2.048946451
08/04/2008,7.660362847,7.651424306,7.642485764,7.668473958,7.601076389,7.613054861,7.638894097,7.567084722,7.492353125,7.541739236,7.421884722,7.413065278,7.575991609,4.528711825
09/04/2008,7.741587847,7.697797569,7.654007292,7.697621875,7.607920486,7.619293056,7.635238889,7.612350694,7.559962153,7.597109722,7.469538889,7.396399653,7.607402344,5.319020253
10/04/2008,7.749317708,7.734565451,7.719813194,7.736873611,7.652302083,7.647774306,7.658569792,7.632168403,7.561905556,7.579384375,7.498259722,7.468065625,7.636583319,5.604346109
11/04/2008,7.817792708,7.826222049,7.834651389,7.761104167,7.707134722,7.707035764,7.72371875,7.700612153,7.672375694,7.694139931,7.668471875,7.483573958,7.716402763,4.980920515
12/04/2008,7.900066667,7.848238542,7.796410417,7.818967708,7.740746528,7.737225347,7.737138542,7.716452778,7.68588125,7.690970139,7.640210764,7.469905903,7.731851215,6.649255444
13/04/2008,7.943828819,7.917021181,7.890213542,7.944048611,7.750163889,7.758867708,7.802409375,7.715935764,7.686313542,7.693306597,7.678427778,7.505019444,7.773796354,8.069770175
14/04/2008,8.015095833,7.986966319,7.958836806,7.995347569,7.756196528,7.740401389,7.745338889,7.736400694,7.72846875,7.720301736,7.667796528,7.519359375,7.797542535,10.20894226
15/04/2008,8.230845486,8.085330556,7.939815625,7.949354167,7.695159722,7.700454514,7.717988194,7.655252431,7.624653125,7.645474306,7.661667014,7.556599306,7.788549537,17.02899608
16/04/2008,8.176392535,8.148776736,8.121160938,8.1081875,7.977777778,7.966552431,7.967381944,7.942632292,7.920280208,7.92850191,7.833343056,7.748700868,7.986640683,9.21991103
17/04/2008,8.157278125,8.128826389,8.100374653,8.160419444,8.062327778,8.074516667,8.114686806,8.063620486,8.009584375,8.057399653,7.987816319,7.960336458,8.073098929,3.96803771
18/04/2008,8.115063889,8.093419097,8.071774306,8.142127778,8.051615625,8.056789583,8.076829861,8.051986111,8.020858333,8.04903125,7.971285417,7.859340972,8.046676852,3.25431147
19/04/2008,8.170204167,8.15578316,8.141362153,8.163569097,8.114509028,8.117470139,8.1328,8.107216667,8.082647917,8.099828819,8.047116667,7.863723958,8.099685981,3.372227248
20/04/2008,8.166353819,8.16514375,8.163933681,8.1667,8.150626042,8.149334028,8.161804514,8.134829861,8.101208333,8.131872569,8.083287153,7.895694097,8.122565654,2.422353519
21/04/2008,8.309928125,8.223357639,8.136787153,8.146764931,8.150740278,8.155675,8.160471181,8.162550347,8.150229861,8.163570833,8.142497222,8.001403472,8.15866467,4.372057312
22/04/2008,8.233182986,8.202938368,8.17269375,8.233711111,8.166605556,8.173432986,8.186171875,8.168175694,8.164296875,8.166883681,8.152105208,8.037089931,8.171440668,2.339198261
23/04/2008,8.522026042,8.474996875,8.427967708,8.452524306,8.344990278,8.322842014,8.334378125,8.30160625,8.290804167,8.282028125,8.232066319,8.169460764,8.346307581,8.473343081
24/04/2008,8.643590625,8.617219271,8.590847917,8.645853125,8.586339583,8.581347222,8.587062153,8.537442708,8.481475694,8.477776389,8.42015625,8.210885417,8.531666363,6.435534351
25/04/2008,8.993889583,8.906649306,8.819409028,8.947143403,8.725938889,8.77046875,8.782463889,8.728709722,8.697117361,8.708667014,8.632194097,8.364295486,8.756412211,11.46910683
26/04/2008,9.217485417,9.168380729,9.119276042,9.19860625,9.023824306,9.018848264,9.015415625,9.0071,8.973332292,8.96995625,8.858292361,8.588876736,9.013282856,11.64782875
27/04/2008,9.422779861,9.367712674,9.312645486,9.414700347,9.047454861,9.035633333,9.045979861,9.018636458,9.016047569,8.997295833,8.830676389,8.593332639,9.091907943,20.26551097
28/04/2008,9.620439583,9.513963021,9.407486458,9.401766667,9.181030556,9.136690972,9.097237847,9.018821181,9.007083333,9.001267361,8.890889583,8.637183333,9.159488325,26.61711327
29/04/2008,9.407111806,9.382553646,9.357995486,9.372944097,9.227827431,9.196917708,9.171786111,9.077541667,9.029337847,8.986788889,8.924319444,8.724739931,9.154988672,17.45093568
30/04/2008,9.437296528,9.411215625,9.385134722,9.411460417,9.275801736,9.254746528,9.264710417,9.192935417,9.126886458,9.068692014,9.018817014,8.993511458,9.236767361,14.21598395
01/05/2008,9.605491667,9.57415191,9.542812153,9.579055903,9.471389931,9.400476389,9.358313889,9.275447222,9.248024306,9.248235069,9.084403819,9.020759375,9.367380136,16.99167832
02/05/2008,9.909193056,9.835655035,9.762117014,9.858911806,9.734985764,9.719239236,9.677916667,9.523955208,9.434126042,9.349248264,9.1165375,9.029242361,9.579260663,24.03246631
03/05/2008,10.05679792,10.00893802,9.961078125,10.05940799,9.898928472,9.899323611,9.923866319,9.847651042,9.790535764,9.705545486,9.331782986,9.018583333,9.791869922,19.85990306
04/05/2008,10.20324792,10.17377726,10.1443066,10.24133819,10.10481771,10.10724097,10.12648819,10.07249861,10.01749688,9.918984375,9.860477778,9.035441667,10.00050968,14.98435439
05/05/2008,10.39980243,10.39311458,10.38642674,10.44406875,10.36398785,10.35524514,10.34807049,10.24367118,10.09867708,9.922004514,9.867390278,9.052161806,10.1562184,22.06262349
06/05/2008,10.76982292,10.72547378,10.68112465,10.80447569,10.61906319,10.660875,10.72137986,10.50431736,10.18260938,9.869590625,9.855575347,9.176497569,10.38090045,36.34108118
07/05/2008,11.45421181,11.19861111,10.94301042,10.96399097,10.66313958,10.52710903,10.35418681,10.16856528,9.98080625,9.858302778,9.791456944,9.294211111,10.43313351,75.21493951
08/05/2008,11.76,11.63259201,11.50518403,11.26330208,10.8720875,10.77283125,10.59300868,10.3327401,10.14243125,10.01079306,9.863043056,9.412900347,10.68007611,90.71678154
09/05/2008,12.27536806,11.93236979,11.58937153,11.37386458,10.69804201,10.52131979,10.32674583,10.26252431,10.19085868,9.995675,9.877190625,9.643591667,10.72391016,117.6878222
10/05/2008,12.22965278,11.87357639,11.5175,11.181125,10.74114028,10.53862222,10.44481632,10.2699816,10.20721944,10.02390208,9.888436111,9.731781597,10.72064615,112.1799636
11/05/2008,12.464875,12.06562326,11.66637153,11.13215278,10.74881215,10.57161181,10.47777778,10.19797917,10.11265347,10.06426701,9.899669792,9.841245486,10.77025327,125.8061323
12/05/2008,13.14323611,12.47498785,11.80673958,11.52442708,10.94067083,10.55775,10.36579965,10.11852257,10.10861806,10.08002118,9.905438889,9.833274653,10.9049572,163.4672867
13/05/2008,14.22549306,13.06875174,11.91201042,11.278875,10.63906493,10.44714722,10.37508854,10.20868056,10.12003472,10.10631215,9.96828125,9.848823958,11.01654696,223.1329866
14/05/2008,14.99238194,13.27332118,11.55426042,11.2568125,10.69136597,10.56065313,10.43801146,10.14839653,10.11200799,10.07476181,9.940228472,9.881061111,11.07693854,261.4371571
15/05/2008,14.90465972,13.37348611,11.8423125,11.43339583,10.75517951,10.59920972,10.45696146,10.20289931,10.17309618,10.04923854,9.945780208,9.895117014,11.13594468,260.8542904
16/05/2008,15.05812847,13.54919792,12.04026736,11.46197917,10.79352326,10.53284861,10.46079965,10.23297951,10.18001111,10.12810486,9.986264236,9.921486806,11.19546591,272.295081
17/05/2008,15.68519097,13.87294271,12.06069444,11.45592361,10.88698194,10.68903785,10.56569444,10.36814514,10.26856736,10.2069625,10.13950069,9.977051042,11.34805773,305.8535641
18/05/2008,15.38220139,13.87208681,12.36197222,11.49844792,10.90247569,10.65873368,10.48563958,10.30700382,10.26762188,10.23933646,9.990560764,9.881071528,11.32059598,295.2936676
19/05/2008,14.99523264,14.0337066,13.07218056,11.48326736,10.75793056,10.62157431,10.37285417,10.24621875,10.26246597,10.26318299,10.12509514,9.920798264,11.34620894,285.1680204
20/05/2008,14.61058681,14.45318403,14.29578125,12.82458333,11.10451389,10.70243333,10.48732743,10.31539792,10.27543785,10.22331319,10.03214167,9.869703472,11.59953368,290.8044981
21/05/2008,14.00273611,13.93390972,13.86508333,13.19787153,11.31880903,10.68754236,10.45012569,10.30167951,10.29308125,10.27293264,10.01661736,9.869434375,11.51748524,246.0837438
22/05/2008,13.62261458,13.56350694,13.50439931,13.20210417,11.37869097,10.69623681,10.55866319,10.29771007,10.29270208,10.28689271,10.12592813,9.890771181,11.45168501,215.1818425
23/05/2008,13.65497569,13.51177083,13.36856597,13.15562153,11.28921528,10.78868403,10.58363194,10.31728438,10.26025729,10.27026111,10.17386771,9.993519792,11.44730463,213.2046075
24/05/2008,13.74214931,13.63273438,13.52331944,13.07146181,11.13149965,10.73969063,10.53631528,10.33125208,10.21266458,10.21538785,10.19209306,10.01862118,11.4455991,222.5067504
25/05/2008,13.58376736,13.50392361,13.42407986,13.17008681,12.07640278,10.87260347,10.63823299,10.35922917,10.29303715,10.28995972,10.22008785,9.981875694,11.53444054,206.7624759
26/05/2008,13.40983681,13.39093229,13.37202778,13.38907292,12.56852778,11.25713194,10.69112431,10.35152882,10.26073403,10.26465729,10.24680069,10.05107361,11.60445402,193.8258667
27/05/2008,13.72923611,13.54683854,13.36444097,13.36596181,12.81724653,11.83280208,11.01130903,10.52146632,10.27783576,10.26722292,10.23567708,10.09027083,11.75502567,205.4089365
28/05/2008,13.84193056,13.67628993,13.51064931,13.40738194,12.98224306,12.04801042,10.77094375,10.35754618,10.22866076,10.21320694,10.20760833,10.12134097,11.78048435,216.7194385
29/05/2008,14.143625,13.84552951,13.54743403,13.51794792,12.89120486,11.57641319,10.80428125,10.40368611,10.22221632,10.17641354,10.18731979,10.1177816,11.78615443,237.3691023
30/05/2008,14.50371875,14.01569965,13.52768056,13.39636111,12.63860417,12.05902778,11.00110243,10.40651424,10.23443333,10.20663542,10.20075382,10.0963875,11.85724323,254.7632155
31/05/2008,14.90276042,14.1689809,13.43520139,13.38919792,12.80954861,11.98611458,10.8018184,10.35740521,10.21572882,10.17584028,10.18012708,10.12435556,11.87892326,278.2951754
01/06/2008,15.29080556,14.46579861,13.64079167,13.521375,12.80579861,11.83676042,11.04243299,10.53541563,10.29511806,10.1644434,10.15127188,10.09801632,11.98733568,305.2515459
02/06/2008,15.95145139,14.83888715,13.72632292,13.4413125,12.56989236,11.95585069,11.19881771,10.56835417,10.28334826,10.21563056,10.22952361,10.14645382,12.09382043,346.6249312
03/06/2008,16.27860764,15.26604514,14.25348264,13.52332118,12.82176389,12.10710069,11.17680035,10.59456806,10.35003333,10.26826267,10.26014549,10.14111667,12.25343731,377.2988938
04/06/2008,16.19288889,15.3951875,14.59748611,13.54142708,12.61148958,11.87035764,11.30506944,10.79432396,10.43683507,10.25677431,10.25201875,10.12158646,12.28128707,378.9443467
05/06/2008,15.87476042,15.13865799,14.40255556,13.49112153,12.73928125,12.18976389,11.34173611,10.7838125,10.56397118,10.29783333,10.29059792,10.16122118,12.27294274,349.1166661
06/06/2008,15.81022569,14.91648958,14.02275347,13.52596528,12.69589931,12.13976389,11.34199306,10.78313472,10.53895833,10.26901319,10.20805799,10.18279479,12.20292078,338.1759255
07/06/2008,15.74144792,15.1748316,14.60821528,13.59488889,12.70325,12.06878472,11.38172222,10.76132639,10.43941563,10.24861944,10.2302934,10.18116076,12.26116302,348.4189331
08/06/2008,16.12986458,15.27627083,14.42267708,13.39948264,12.58222917,12.12495139,11.44426042,10.80141875,10.51039653,10.22890938,10.1974316,10.22356493,12.27845477,368.3669737
09/06/2008,16.65559722,15.83552431,15.01545139,13.74083681,12.71043056,12.03607292,11.40229861,10.91756597,10.65174167,10.34681424,10.29493125,10.29335451,12.49171829,413.9585395
10/06/2008,16.54394792,15.64732813,14.75070833,13.54967014,12.60035417,12.1098125,11.66704514,11.00069063,10.62678194,10.35179653,10.25237882,10.24527778,12.44548267,398.5907132
11/06/2008,16.55422569,15.7955434,15.03686111,13.58691667,12.62940625,12.03932986,11.59229167,10.98594097,10.68150764,10.30603472,10.29493576,10.28984896,12.48273689,406.2415347
12/06/2008,15.8888125,15.51953993,15.15026736,13.61347569,12.77854167,12.17753472,11.6378125,10.96551389,10.70056944,10.30044653,10.29475694,10.28134653,12.44238481,363.2815185
13/06/2008,15.57984722,15.46427778,15.34870833,13.72749306,12.61058681,12.02554514,11.61319792,11.08131944,10.68271563,10.43190972,10.29275069,10.29345417,12.42931716,347.3354122
14/06/2008,15.77646181,15.50530729,15.23415278,14.16584028,12.62816319,12.02003472,11.5249375,11.03676042,10.67453472,10.45474132,10.29677708,10.28984792,12.46729659,358.824334
15/06/2008,15.51367014,15.50030729,15.48694444,13.64255903,12.66880208,12.05404514,11.63601042,11.15554861,10.77803125,10.49414549,10.3298625,10.2930816,12.46275067,343.2243281
16/06/2008,15.65531597,15.56736285,15.47940972,14.50127431,12.85086806,12.13406944,11.58334028,11.14632639,10.81271528,10.58328299,10.31590938,10.29345104,12.57694381,352.4435143
17/06/2008,15.38877778,15.85338542,16.31799306,15.03889236,13.13094444,12.17044097,11.66647569,11.17745139,10.77628472,10.57121667,10.30269028,10.29492778,12.72412338,356.7416146
18/06/2008,15.30273264,15.4687066,15.63468056,15.17277083,13.35477431,12.15715625,11.6445625,11.20632639,10.79864236,10.59768403,10.36221215,10.29492917,12.66626481,332.7044701
19/06/2008,15.27847222,15.26796991,15.25746759,14.83548264,12.91435417,12.20189236,11.65599653,11.09751389,10.78578125,10.64797569,10.43214965,10.29493056,12.5558322,321.4098315
20/06/2008,15.38487847,15.25921007,15.13354167,14.82448611,13.67606944,12.18649653,11.46861458,10.99813889,10.67746528,10.53629514,10.40812222,10.28929618,12.57021788,327.4092397
21/06/2008,15.42850694,15.25443576,15.08036458,14.98831597,13.5878125,12.18863542,11.58476736,11.12851736,10.80270139,10.59980833,10.31572257,10.29492535,12.6045428,327.2228969
22/06/2008,14.92053819,14.81068056,14.70082292,14.61894792,13.86527778,12.97576042,12.20837847,11.44455208,10.96163194,10.72272222,10.55141944,10.30205278,12.67356539,270.1127494
23/06/2008,14.99046528,14.71064236,14.43081944,14.34899653,14.01021701,13.45731424,12.32168056,11.23773611,10.99601042,10.63807951,10.55375174,10.45095243,12.6788888,265.33631
24/06/2008,15.16537153,14.99271181,14.82005208,14.79472569,14.50505903,14.05072569,12.87645139,11.63704861,11.08012847,10.73578125,10.71801736,10.31563403,12.97430891,272.6811282
25/06/2008,14.82665972,14.77811806,14.72957639,14.69639583,14.55230556,14.22649653,13.43190278,12.05409028,11.24844792,10.72210764,10.71865972,10.34860625,13.02778056,240.672639
26/06/2008,14.47850694,14.49751042,14.51651389,14.53201736,14.45418056,14.19134375,13.78979861,12.58629861,11.53434028,10.72157986,10.72053819,10.46704271,13.04080593,205.5257617
27/06/2008,14.52684722,14.5377309,14.54861458,14.55301042,14.40430556,14.18974653,13.87133333,13.15335417,11.75736111,10.72537847,10.71951389,10.54388576,13.12759016,201.9565042
28/06/2008,14.53124653,14.53891493,14.54658333,14.55240278,14.55364931,14.51,14.299625,13.27735417,11.71225,10.72244444,10.72073958,10.60808958,13.21444164,196.4739367
29/06/2008,14.4276875,14.45512847,14.48256944,14.51181944,14.52698958,14.49939931,14.30459375,13.23501736,11.78769792,10.721,10.72082639,10.59617361,13.18907523,188.425239
30/06/2008,14.53627083,14.54201215,14.54775347,14.55222569,14.52494444,14.37310069,14.32213889,13.69188542,11.92034375,10.72785417,10.721,10.51622674,13.24797969,192.4526254
01/07/2008,14.49398958,14.50067014,14.50735069,14.52078819,14.52906597,14.49629167,14.51086806,14.40147917,13.82150347,10.81201736,10.71075347,10.61597813,13.49339633,155.3739363
02/07/2008,14.62885069,14.60605382,14.58325694,14.56578472,14.4279375,14.44512847,14.45063889,14.33112847,13.17041319,10.83400347,10.70696181,10.64460799,13.44956383,175.3682337
03/07/2008,15.08579861,14.92010938,14.75442014,14.67520139,14.36797569,14.343625,14.28054514,13.86304167,13.16192708,10.74432639,10.60660764,10.55359201,13.44643084,215.8687103
04/07/2008,15.52113542,15.15128646,14.7814375,14.56399306,14.39542014,14.26727083,14.22293403,13.88429514,13.29017708,10.81803125,10.61400347,10.58651458,13.50804158,241.1354683
05/07/2008,15.27858333,15.23093403,15.18328472,14.97194792,14.56707292,14.31621181,14.07544097,13.67823264,13.2345,10.92821528,10.721,10.67502083,13.5717037,235.5244008
06/07/2008,14.87296528,14.90279861,14.93263194,14.78207292,14.65703125,14.62853472,14.55303472,14.03550347,13.23070486,11.02888889,10.72127431,10.69462153,13.58667188,194.6406663
07/07/2008,14.88305903,14.90294097,14.92282292,14.79112153,14.71821528,14.67580556,14.66347917,14.14062153,13.23989931,11.10893056,10.721,10.64452986,13.61770214,192.0495448
08/07/2008,14.85040799,14.87084201,14.89127604,14.79471528,14.52112847,14.52133681,14.52973264,14.33513889,13.56176042,11.12063542,10.721,10.64736806,13.6137785,185.6527606
09/07/2008,14.87240278,14.88878993,14.90517708,14.92375,14.64679514,14.58939931,14.58101042,14.3985625,13.49766667,11.12371181,10.72091319,10.69986111,13.65400333,186.6036131
10/07/2008,14.93557292,14.93360243,14.93163194,14.94005208,14.92382292,14.69381944,14.48105208,14.12454167,13.607,11.13202431,10.72100347,10.70472569,13.67740408,190.8105837
11/07/2008,14.96815278,14.97349479,14.97883681,14.95785417,14.78625694,14.73497569,14.72165972,14.49195833,13.85055556,11.14057639,10.721,10.71068403,13.75300043,186.0712002
12/07/2008,14.91759028,14.93356597,14.94954167,14.87624306,14.63226389,14.56701736,14.53753125,14.54304514,14.29167708,11.12677778,10.72047917,10.67996181,13.73130787,178.3197332
13/07/2008,14.90495833,14.88839583,14.87183333,14.86921528,14.69309722,14.65312153,14.67490625,14.63601736,14.30651389,11.14005556,10.72047917,10.65436111,13.75107957,173.087723
14/07/2008,14.93668056,14.89135417,14.84602778,14.87147222,14.88471528,14.87270139,14.85127431,14.63970833,14.23360417,11.13640278,10.70118056,10.71797569,13.79859144,172.3580379
15/07/2008,15.31632292,15.1926059,15.06888889,14.98734028,14.84833333,14.76832292,14.65619444,14.37852083,14.02550347,11.18261458,10.71360069,10.71040625,13.82072121,207.8994101
16/07/2008,15.20571875,15.09692188,14.988125,14.98661806,14.91056944,14.78052778,14.69482639,14.55251389,14.34143056,11.17352778,10.72494792,10.70865278,13.84703168,192.5020541
17/07/2008,15.303125,15.15896528,15.01480556,14.98586806,14.90518403,14.87332639,14.68457986,14.44826042,14.00589236,11.22448958,10.73242361,10.71227431,13.83743287,203.7236858
18/07/2008,15.39182986,15.3266059,15.26138194,15.05830903,14.90751389,14.78344097,14.63810764,14.49915278,14.12201389,11.25755556,10.72872222,10.71885764,13.89112428,213.6498596
19/07/2008,15.31785764,15.30949653,15.30113542,15.29377083,15.13217361,14.92042014,14.61137153,14.44864236,14.05671528,11.19081944,10.72242708,10.70180903,13.91721991,211.7152271
20/07/2008,15.44126736,15.37796007,15.31465278,15.28762847,14.986875,14.8966875,14.89292014,14.55289583,14.16629167,11.35219444,10.72507639,10.68175,13.97301664,213.8207178
21/07/2008,15.60837153,15.55698958,15.50560764,15.50705903,15.18921528,15.15569097,15.12951736,14.63459375,14.12611111,11.25612153,10.75087153,10.66572569,14.09048958,227.0304747
22/07/2008,15.71930556,15.67290104,15.62649653,15.64550347,15.46475347,15.34872222,15.06261806,14.57198958,14.10927778,11.3305625,10.7316875,10.7204375,14.16702127,235.6302016
23/07/2008,16.03840278,15.88980382,15.74120486,15.68300694,15.36614583,14.99071181,14.77566319,14.46718403,14.15296181,11.36455903,10.82276736,10.70346528,14.16632306,262.6373797
